
n ; porownania(c); przestawienia(s); c/n; s/n;
5700;9305.33;9574.19;1.6325140350877192;1.679682456140351;
5800;9643.14;9938.58;1.6626103448275862;1.713548275862069;
5900;9808.93;10113.77;1.6625305084745763;1.7141983050847458;
6000;10294.79;10649.01;1.7157983333333335;1.774835;
6100;9873.17;10156.35;1.6185524590163936;1.6649754098360656;
6200;10258.76;10577.5;1.6546387096774193;1.7060483870967742;
6300;10460.13;10764.1;1.660338095238095;1.7085873015873017;
6400;10624.07;10950.34;1.6600109375;1.710990625;
6500;10722.68;11034.43;1.649643076923077;1.6976046153846154;
6600;10731.36;11018.52;1.6259636363636365;1.6694727272727274;
6700;11179.43;11530.22;1.6685716417910448;1.7209283582089552;
6800;11208.63;11507.56;1.6483279411764704;1.6922882352941175;
6900;11720.74;12050.13;1.6986579710144927;1.746395652173913;
7000;11724.1;12076.18;1.6748714285714286;1.7251685714285714;
7100;11785.64;12130.02;1.6599492957746478;1.7084535211267606;
7200;11928.14;12267.14;1.656686111111111;1.7037694444444444;
7300;12120.56;12456.8;1.6603506849315068;1.7064109589041094;
7400;12315.51;12667.95;1.664258108108108;1.7118851351351352;
7500;12570.37;12915.52;1.6760493333333335;1.7220693333333335;
7600;12879.74;13269.53;1.6947026315789473;1.7459907894736844;
7700;12629.84;12955.76;1.6402389610389612;1.6825662337662337;
7800;13077.51;13450.48;1.6766038461538462;1.7244205128205128;
7900;13276.85;13649.19;1.680613924050633;1.7277455696202533;
8000;13355.9;13731.84;1.6694875;1.71648;
8100;13424.3;13773.41;1.657320987654321;1.700420987654321;
8200;13320.06;13647.04;1.6243975609756096;1.6642731707317073;
8300;13621.88;13963.81;1.641190361445783;1.6823867469879517;
8400;13900.85;14251.68;1.6548630952380954;1.6966285714285714;
8500;13905.54;14241.7;1.6359458823529414;1.6754941176470588;
8600;13941.21;14264.19;1.621070930232558;1.6586267441860465;
8700;14242.5;14599.09;1.6370689655172415;1.6780563218390805;
8800;14636.99;15005.21;1.663294318181818;1.7051375;
8900;14832.6;15188.07;1.6665842696629214;1.7065247191011235;
9000;15089.7;15491.74;1.6766333333333334;1.7213044444444445;
9100;14891.79;15269.18;1.6364604395604396;1.6779318681318682;
9200;15106.65;15482.86;1.6420271739130434;1.6829195652173914;
9300;15450.64;15850.02;1.661359139784946;1.7043032258064517;
9400;16077.39;16506.35;1.7103606382978722;1.7559946808510636;
9500;15759.71;16146.87;1.6589168421052631;1.6996705263157896;
9600;15695.87;16076.98;1.6349864583333333;1.6746854166666667;
9700;15693.32;16035.23;1.6178680412371134;1.6531164948453607;
9800;16424.44;16854.63;1.6759632653061223;1.7198602040816326;
9900;16407.11;16801.68;1.6572838383838384;1.697139393939394;
10000;16543.04;16937.56;1.654304;1.693756;

n ; porownania(c); przestawienia(s); c/n; s/n;
100;153.73;170.7;1.5372999999999999;1.7069999999999999;
200;335.66;371.65;1.6783000000000001;1.85825;
300;513.84;562.83;1.7128;1.8761;
400;690.57;748.34;1.726425;1.8708500000000001;
500;883.68;951.42;1.7673599999999998;1.9028399999999999;
600;1007.2;1077.8;1.6786666666666668;1.7963333333333333;
700;1190.67;1271.82;1.700957142857143;1.8168857142857142;
800;1423.63;1520.33;1.7795375000000002;1.9004124999999998;
900;1627.24;1735.79;1.8080444444444446;1.9286555555555556;
1000;1683.23;1782.0;1.68323;1.782;
1100;1809.41;1906.3;1.644918181818182;1.7329999999999999;
1200;1987.38;2096.8;1.65615;1.7473333333333334;
1300;2256.84;2382.74;1.7360307692307693;1.8328769230769228;
1400;2358.28;2483.98;1.6844857142857144;1.7742714285714285;
1500;2682.18;2835.55;1.78812;1.8903666666666668;
1600;2791.39;2935.33;1.7446187499999999;1.83458125;
1700;2795.46;2923.01;1.6443882352941177;1.7194176470588236;
1800;3053.11;3199.57;1.6961722222222222;1.777538888888889;
1900;3238.98;3392.7;1.7047263157894736;1.7856315789473682;
2000;3389.28;3542.52;1.6946400000000001;1.77126;
2100;3390.18;3525.19;1.6143714285714286;1.6786619047619047;
2200;3577.53;3712.55;1.62615;1.6875227272727273;
2300;3838.46;4000.02;1.6688956521739131;1.7391391304347825;
2400;3970.69;4130.98;1.6544541666666668;1.7212416666666666;
2500;4172.87;4346.8;1.6691479999999999;1.73872;
2600;4251.36;4425.55;1.6351384615384614;1.7021346153846155;
2700;4412.65;4583.01;1.6343148148148148;1.6974111111111112;
2800;4688.96;4887.74;1.6746285714285714;1.7456214285714284;
2900;4852.52;5048.99;1.6732827586206898;1.7410310344827586;
3000;5118.06;5325.11;1.70602;1.7750366666666666;
3100;5278.44;5496.32;1.7027225806451611;1.7730064516129032;
3200;5420.89;5640.12;1.694028125;1.7625374999999999;
3300;5431.48;5632.43;1.6459030303030302;1.7067969696969698;
3400;5747.68;5967.87;1.690494117647059;1.7552558823529412;
3500;6091.24;6347.09;1.7403542857142857;1.8134542857142857;
3600;5961.37;6181.52;1.655936111111111;1.717088888888889;
3700;6216.32;6430.89;1.6800864864864864;1.7380783783783784;
3800;6381.55;6607.3;1.6793552631578947;1.738763157894737;
3900;6611.54;6858.21;1.6952666666666667;1.7585153846153847;
4000;6993.94;7265.1;1.7484849999999998;1.816275;
4100;6653.46;6877.52;1.6227951219512196;1.6774439024390244;
4200;6823.82;7028.28;1.6247190476190476;1.6734;
4300;7199.86;7452.97;1.6743860465116278;1.7332488372093025;
4400;7303.25;7541.17;1.6598295454545455;1.7139022727272728;
4500;7432.69;7662.36;1.651708888888889;1.7027466666666666;
4600;7541.14;7779.96;1.6393782608695653;1.691295652173913;
4700;7881.46;8152.72;1.6769063829787234;1.7346212765957447;
4800;8005.87;8277.33;1.6678895833333334;1.72444375;
4900;8108.28;8371.05;1.6547510204081632;1.708377551020408;
5000;8411.75;8702.36;1.68235;1.740472;
5100;8427.33;8702.0;1.6524176470588234;1.7062745098039216;
5200;8474.0;8722.08;1.6296153846153847;1.677323076923077;
5300;8684.39;8946.48;1.6385641509433961;1.6880150943396226;
5400;9058.63;9374.15;1.677524074074074;1.7359537037037036;
5500;9387.24;9692.38;1.7067709090909091;1.7622509090909089;
5600;9147.95;9425.97;1.6335625;1.6832089285714285;
5700;9303.69;9567.38;1.6322263157894739;1.6784877192982455;
5800;9573.46;9847.72;1.6505965517241379;1.6978827586206895;
5900;9664.19;9947.39;1.6379983050847458;1.6859983050847456;
6000;10119.89;10453.62;1.6866483333333333;1.7422700000000002;
6100;9910.5;10203.32;1.624672131147541;1.6726754098360654;
6200;10115.53;10399.56;1.6315370967741936;1.677348387096774;
6300;10470.11;10789.67;1.6619222222222223;1.7126460317460317;
6400;10572.99;10889.04;1.6520296875;1.7014125000000002;
6500;10713.57;11025.71;1.6482415384615383;1.6962630769230769;
6600;10710.4;11005.78;1.6227878787878787;1.6675424242424244;
6700;11230.8;11590.63;1.6762388059701492;1.729944776119403;
6800;11364.67;11710.82;1.671275;1.7221794117647058;
6900;11401.41;11734.02;1.6523782608695652;1.7005826086956521;
7000;11706.78;12054.35;1.672397142857143;1.72205;
7100;12306.85;12704.97;1.7333591549295775;1.7894323943661972;
7200;11763.28;12075.57;1.633788888888889;1.6771625;
7300;11992.01;12317.44;1.642741095890411;1.6873205479452056;
7400;12367.7;12723.59;1.671310810810811;1.719404054054054;
7500;12431.13;12768.92;1.657484;1.7025226666666666;
7600;12556.39;12906.54;1.6521565789473684;1.6982289473684211;
7700;12857.49;13236.65;1.6698038961038961;1.7190454545454545;
7800;13097.18;13484.6;1.679125641025641;1.7287948717948718;
7900;13179.84;13546.83;1.6683341772151898;1.7147886075949368;
8000;13278.66;13628.21;1.6598325;1.70352625;
8100;12972.71;13284.5;1.601569135802469;1.6400617283950618;
8200;13332.76;13664.3;1.6259463414634148;1.6663780487804878;
8300;13525.44;13848.57;1.6295710843373494;1.6685024096385541;
8400;13976.02;14356.2;1.6638119047619049;1.7090714285714286;
8500;13930.64;14262.17;1.6388988235294117;1.6779023529411765;
8600;14023.83;14378.73;1.630677906976744;1.6719453488372094;
8700;14373.17;14753.05;1.6520885057471264;1.6957528735632184;
8800;14636.67;15009.69;1.6632579545454547;1.705646590909091;
8900;14704.53;15098.18;1.652194382022472;1.6964247191011237;
9000;14946.05;15322.57;1.660672222222222;1.7025077777777777;
9100;14816.18;15165.89;1.6281516483516483;1.6665813186813185;
9200;14932.88;15265.44;1.6231391304347824;1.6592869565217392;
9300;15165.56;15510.8;1.630705376344086;1.6678279569892471;
9400;15565.19;15971.84;1.6558712765957448;1.699131914893617;
9500;16006.21;16425.37;1.6848642105263156;1.7289863157894736;
9600;15662.28;16032.56;1.6314875;1.6700583333333332;
9700;15794.23;16162.03;1.6282711340206184;1.6661886597938145;
9800;16353.5;16778.91;1.6687244897959184;1.7121336734693877;
9900;16379.17;16765.34;1.6544616161616161;1.6934686868686868;
10000;16871.56;17320.58;1.687156;1.732058;
