
n ; porownania(c); przestawienia(s); c/n; s/n;
5600;5545.21;5565.67;0.9902160714285715;0.9938696428571429;
5700;5889.54;5908.48;1.0332526315789474;1.0365754385964911;
5800;5483.64;5504.62;0.9454551724137932;0.9490724137931035;
5900;5912.39;5934.03;1.0021;1.0057677966101695;
6000;6582.55;6605.87;1.0970916666666668;1.1009783333333334;
6100;5306.41;5329.37;0.8699032786885246;0.873667213114754;
6200;6846.18;6868.3;1.1042225806451613;1.1077903225806451;
6300;6000.16;6023.14;0.9524063492063491;0.9560539682539683;
6400;6316.06;6338.08;0.986884375;0.990325;
6500;6777.5;6798.64;1.0426923076923076;1.0459446153846155;
6600;6706.44;6729.28;1.0161272727272728;1.0195878787878787;
6700;6302.36;6323.04;0.9406507462686566;0.9437373134328358;
6800;7137.99;7158.51;1.0497044117647059;1.0527220588235295;
6900;6223.57;6243.57;0.9019666666666666;0.9048652173913043;
7000;7294.07;7317.05;1.0420099999999999;1.0452928571428572;
7100;7288.96;7311.02;1.0266140845070422;1.0297211267605635;
7200;7242.35;7263.75;1.0058819444444445;1.0088541666666666;
7300;6544.05;6566.55;0.8964452054794521;0.899527397260274;
7400;7808.51;7831.63;1.0552040540540542;1.0583283783783783;
7500;7420.38;7442.78;0.989384;0.9923706666666666;
7600;7273.77;7295.67;0.957075;0.9599565789473684;
7700;7687.75;7709.75;0.9984090909090909;1.0012662337662337;
7800;7747.64;7769.08;0.9932871794871795;0.9960358974358974;
7900;7542.24;7565.14;0.9547139240506329;0.9576126582278481;
8000;8584.71;8608.15;1.07308875;1.07601875;
8100;8588.8;8609.62;1.0603456790123456;1.062916049382716;
8200;8441.63;8465.09;1.0294670731707316;1.0323280487804878;
8300;9534.86;9557.72;1.148778313253012;1.151532530120482;
8400;8314.43;8337.11;0.9898130952380952;0.9925130952380953;
8500;8414.4;8436.68;0.9899294117647058;0.9925505882352942;
8600;8578.28;8602.3;0.9974744186046512;1.0002674418604651;
8700;8155.43;8177.93;0.9374057471264368;0.9399919540229885;
8800;8568.34;8590.66;0.9736750000000001;0.9762113636363636;
8900;9499.13;9521.15;1.0673179775280899;1.0697921348314607;
9000;9740.92;9763.94;1.0823244444444444;1.0848822222222223;
9100;10103.83;10125.51;1.110310989010989;1.1126934065934067;
9200;9291.47;9314.17;1.0099423913043477;1.0124097826086957;
9300;9263.85;9287.17;0.9961129032258065;0.9986204301075269;
9400;8842.25;8865.45;0.9406648936170213;0.9431329787234043;
9500;9411.01;9434.79;0.9906326315789474;0.9931357894736843;
9600;10022.55;10043.87;1.044015625;1.0462364583333335;
9700;9826.49;9849.61;1.013040206185567;1.0154237113402063;
9800;8955.76;8979.58;0.9138530612244898;0.9162836734693878;
9900;9892.92;9916.68;0.9992848484848484;1.0016848484848486;
10000;9902.76;9925.78;0.990276;0.9925780000000001;

n ; porownania(c); przestawienia(s); c/n; s/n;
100;95.27;103.45;0.9527;1.0345;
200;333.75;352.63;1.66875;1.76315;
300;468.32;487.38;1.5610666666666666;1.6246;
400;630.0;648.04;1.575;1.6200999999999999;
500;749.61;771.53;1.49922;1.5430599999999999;
600;833.8;854.08;1.3896666666666666;1.4234666666666667;
700;1034.97;1056.47;1.4785285714285714;1.509242857142857;
800;1187.31;1211.07;1.4841374999999999;1.5138375;
900;1081.08;1103.62;1.2011999999999998;1.2262444444444442;
1000;1249.75;1273.01;1.24975;1.27301;
1100;1446.47;1469.75;1.3149727272727274;1.3361363636363637;
1200;1608.34;1631.1;1.3402833333333333;1.3592499999999998;
1300;1788.67;1812.55;1.3759000000000001;1.3942692307692308;
1400;1700.9;1724.08;1.2149285714285716;1.2314857142857143;
1500;1843.78;1868.34;1.2291866666666666;1.24556;
1600;1846.4;1869.8;1.1540000000000001;1.168625;
1700;2157.12;2179.78;1.2688941176470587;1.2822235294117648;
1800;1869.18;1891.56;1.0384333333333333;1.0508666666666666;
1900;2234.66;2259.66;1.1761368421052631;1.1892947368421052;
2000;2389.06;2413.5;1.1945299999999999;1.20675;
2100;2540.42;2563.68;1.2097238095238096;1.2207999999999999;
2200;2788.2;2813.88;1.2673636363636362;1.2790363636363637;
2300;2611.29;2635.33;1.1353434782608696;1.145795652173913;
2400;2682.39;2706.15;1.1176625;1.1275625;
2500;2853.46;2876.88;1.141384;1.150752;
2600;3122.41;3145.95;1.200926923076923;1.2099807692307691;
2700;2753.92;2778.52;1.0199703703703704;1.0290814814814815;
2800;3280.26;3306.12;1.1715214285714286;1.1807571428571428;
2900;3586.05;3609.95;1.2365689655172414;1.2448103448275862;
3000;3879.54;3905.64;1.29318;1.30188;
3100;3344.9;3369.86;1.079;1.087051612903226;
3200;3785.36;3811.4;1.182925;1.1910625000000001;
3300;3518.47;3543.67;1.0662030303030303;1.073839393939394;
3400;3771.45;3794.33;1.1092499999999998;1.115979411764706;
3500;4024.73;4050.29;1.1499228571428572;1.1572257142857143;
3600;3816.89;3841.83;1.0602472222222221;1.067175;
3700;4524.44;4551.66;1.2228216216216214;1.2301783783783784;
3800;4529.18;4554.5;1.1918894736842105;1.1985526315789474;
3900;4659.66;4685.0;1.1947846153846153;1.2012820512820512;
4000;4495.72;4521.56;1.12393;1.13039;
4100;4355.48;4380.6;1.0623121951219512;1.068439024390244;
4200;4542.71;4567.45;1.081597619047619;1.0874880952380952;
4300;4717.88;4745.08;1.0971813953488372;1.103506976744186;
4400;4807.93;4833.31;1.0927113636363637;1.0984795454545455;
4500;5178.08;5204.4;1.1506844444444444;1.1565333333333332;
4600;4416.74;4442.34;0.9601608695652173;0.9657260869565217;
4700;5209.02;5236.36;1.1083021276595746;1.1141191489361701;
4800;5224.28;5250.46;1.0883916666666666;1.0938458333333334;
4900;5075.8;5102.14;1.0358775510204081;1.04125306122449;
5000;5007.42;5031.32;1.001484;1.006264;
5100;5519.45;5548.45;1.0822450980392158;1.0879313725490196;
5200;5601.12;5627.32;1.0771384615384616;1.082176923076923;
5300;5906.71;5929.73;1.1144735849056604;1.1188169811320754;
5400;6575.1;6601.74;1.2176111111111112;1.2225444444444444;
5500;5586.02;5611.74;1.01564;1.0203163636363637;
5600;6214.28;6241.64;1.109692857142857;1.1145785714285714;
5700;5877.52;5901.38;1.031143859649123;1.0353298245614035;
5800;5695.6;5717.44;0.9820000000000001;0.9857655172413793;
5900;6446.96;6474.18;1.0927050847457627;1.0973186440677967;
6000;6352.69;6377.09;1.0587816666666665;1.0628483333333334;
6100;7144.95;7172.49;1.1713032786885245;1.1758180327868852;
6200;6525.31;6548.33;1.0524693548387098;1.0561822580645162;
6300;6735.9;6760.84;1.069190476190476;1.0731492063492063;
6400;7611.98;7639.38;1.189371875;1.193653125;
6500;6717.36;6743.72;1.03344;1.0374953846153847;
6600;8041.24;8067.3;1.2183696969696969;1.2223181818181819;
6700;7264.06;7291.46;1.0841880597014926;1.0882776119402986;
6800;7649.65;7677.25;1.1249485294117647;1.1290073529411764;
6900;7178.31;7204.15;1.0403347826086957;1.0440797101449275;
7000;8272.1;8299.48;1.1817285714285715;1.18564;
7100;7672.27;7698.65;1.0806014084507043;1.0843169014084506;
7200;7302.25;7327.85;1.014201388888889;1.0177569444444445;
7300;8428.21;8455.81;1.1545493150684931;1.1583301369863013;
7400;8000.51;8029.05;1.08115;1.0850067567567567;
7500;7014.04;7040.16;0.9352053333333333;0.938688;
7600;8709.41;8738.47;1.145975;1.1497986842105263;
7700;8759.04;8784.02;1.1375376623376625;1.1407818181818183;
7800;8605.26;8632.98;1.1032384615384616;1.1067923076923076;
7900;8719.92;8745.44;1.103787341772152;1.1070177215189874;
8000;7642.59;7666.93;0.95532375;0.9583662500000001;
8100;9039.97;9066.57;1.1160456790123456;1.1193296296296296;
8200;8571.71;8598.55;1.045330487804878;1.0486036585365852;
8300;9703.57;9733.15;1.1691048192771083;1.172668674698795;
8400;8090.49;8119.63;0.9631535714285714;0.966622619047619;
8500;8000.28;8025.86;0.9412094117647058;0.9442188235294118;
8600;8697.52;8726.26;1.011339534883721;1.0146813953488372;
8700;9012.66;9039.5;1.0359379310344827;1.0390229885057471;
8800;8816.94;8841.02;1.001925;1.0046613636363637;
8900;9270.18;9295.74;1.0415932584269663;1.0444651685393258;
9000;9930.57;9956.17;1.1033966666666666;1.106241111111111;
9100;9900.22;9929.12;1.0879362637362637;1.091112087912088;
9200;9936.47;9964.85;1.0800510869565216;1.0831358695652173;
9300;10377.27;10404.29;1.1158354838709679;1.118740860215054;
9400;8830.64;8857.94;0.9394297872340425;0.9423340425531915;
9500;10687.02;10715.36;1.1249494736842105;1.1279326315789475;
9600;9719.44;9745.4;1.0124416666666667;1.0151458333333332;
9700;8821.75;8850.25;0.909458762886598;0.9123969072164948;
9800;9980.85;10006.43;1.018454081632653;1.0210642857142858;
9900;10545.05;10571.97;1.0651565656565656;1.0678757575757576;
10000;9338.97;9366.23;0.933897;0.936623;

n ; porownania(c); przestawienia(s); c/n; s/n;
100;107.96;118.04;1.0796;1.1804000000000001;
200;200.21;211.87;1.00105;1.05935;
300;325.53;338.15;1.0851;1.1271666666666667;
400;366.49;378.61;0.9162250000000001;0.9465250000000001;
500;506.45;519.47;1.0129;1.03894;
600;567.68;580.44;0.9461333333333333;0.9674;
700;676.01;688.99;0.9657285714285714;0.9842714285714286;
800;757.33;772.13;0.9466625000000001;0.9651625;
900;996.34;1011.02;1.1070444444444445;1.1233555555555554;
1000;894.32;907.84;0.89432;0.90784;
1100;978.79;993.07;0.8898090909090909;0.9027909090909091;
1200;1263.51;1278.53;1.0529249999999999;1.0654416666666666;
1300;1396.31;1412.19;1.0740846153846153;1.0863;
1400;1412.51;1427.77;1.0089357142857143;1.0198357142857142;
1500;1463.94;1479.32;0.97596;0.9862133333333333;
1600;1530.94;1545.68;0.9568375;0.9660500000000001;
1700;1696.5;1713.06;0.9979411764705882;1.0076823529411765;
1800;1930.85;1946.17;1.0726944444444444;1.0812055555555555;
1900;1775.76;1791.46;0.9346105263157894;0.9428736842105263;
2000;2054.13;2069.35;1.0270650000000001;1.034675;
2100;2126.81;2141.81;1.0127666666666666;1.0199095238095237;
2200;2188.01;2203.45;0.99455;1.0015681818181816;
2300;2339.3;2354.64;1.0170869565217393;1.0237565217391305;
2400;2387.22;2403.84;0.9946749999999999;1.0016;
2500;2610.02;2626.92;1.044008;1.050768;
2600;2583.36;2598.92;0.9936;0.9995846153846154;
2700;2641.98;2658.5;0.9785111111111111;0.9846296296296296;
2800;2722.76;2739.24;0.9724142857142858;0.9783;
2900;3116.68;3133.56;1.0747172413793102;1.0805379310344827;
3000;3082.32;3099.28;1.0274400000000001;1.0330933333333334;
3100;3012.8;3029.4;0.9718709677419355;0.9772258064516129;
3200;3170.07;3186.61;0.990646875;0.9958156250000001;
3300;3006.8;3023.56;0.9111515151515152;0.9162303030303031;
3400;3391.95;3408.31;0.9976323529411765;1.0024441176470589;
3500;3377.33;3393.69;0.9649514285714286;0.9696257142857143;
3600;3803.85;3821.25;1.056625;1.0614583333333334;
3700;3466.87;3484.95;0.9369918918918919;0.9418783783783783;
3800;3964.68;3982.02;1.0433368421052631;1.0479;
3900;3665.59;3680.95;0.9398948717948719;0.9438333333333333;
4000;4303.29;4320.97;1.0758225;1.0802425;
4100;3870.52;3887.68;0.944029268292683;0.9482146341463414;
4200;3403.73;3421.27;0.8104119047619047;0.8145880952380953;
4300;4076.55;4093.49;0.9480348837209303;0.9519744186046512;
4400;4776.32;4793.76;1.0855272727272727;1.089490909090909;
4500;4341.99;4359.03;0.9648866666666667;0.9686733333333333;
4600;4128.5;4145.42;0.8975;0.9011782608695652;
4700;5079.62;5096.96;1.0807702127659575;1.0844595744680852;
4800;4925.0;4941.32;1.0260416666666667;1.0294416666666666;
4900;4821.39;4839.43;0.983957142857143;0.9876387755102042;
5000;4962.4;4978.84;0.9924799999999999;0.995768;
5100;5311.44;5328.8;1.0414588235294118;1.0448627450980392;
5200;5562.93;5582.51;1.0697942307692307;1.0735596153846154;
5300;5621.2;5639.1;1.0606037735849057;1.0639811320754717;
5400;5526.1;5543.96;1.0233518518518518;1.0266592592592592;
5500;5166.18;5183.82;0.9393054545454546;0.9425127272727272;
5600;6276.12;6294.12;1.1207357142857142;1.12395;
5700;5199.46;5216.44;0.9121859649122807;0.9151649122807017;
5800;6274.99;6292.95;1.0818948275862068;1.0849913793103447;
5900;6255.5;6273.62;1.0602542372881356;1.0633254237288134;
6000;5334.04;5352.58;0.8890066666666666;0.8920966666666666;
6100;6609.87;6628.49;1.0835852459016393;1.0866377049180327;
6200;6284.63;6302.89;1.01365;1.0165951612903226;
6300;6016.92;6036.18;0.9550666666666667;0.9581238095238096;
6400;6366.53;6384.73;0.9947703124999999;0.9976140625;
6500;6478.18;6495.88;0.996643076923077;0.9993661538461539;
6600;6641.27;6659.67;1.0062530303030304;1.0090409090909092;
6700;6856.49;6874.49;1.0233567164179105;1.0260432835820896;
6800;6465.69;6484.01;0.9508367647058823;0.9535308823529413;
6900;7146.55;7165.43;1.035731884057971;1.038468115942029;
7000;7776.77;7794.85;1.1109671428571428;1.11355;
7100;6298.4;6315.96;0.8870985915492957;0.8895718309859155;
7200;7883.63;7902.77;1.094948611111111;1.0976069444444445;
7300;6437.72;6454.84;0.8818794520547946;0.8842246575342466;
7400;7100.11;7118.35;0.9594743243243243;0.9619391891891892;
7500;7205.51;7225.97;0.9607346666666667;0.9634626666666667;
7600;7396.96;7415.14;0.9732842105263158;0.9756763157894738;
7700;7716.76;7734.64;1.0021766233766234;1.0044987012987014;
7800;8923.35;8942.71;1.1440192307692307;1.1465012820512819;
7900;8299.26;8317.14;1.0505392405063292;1.0528025316455696;
8000;7885.85;7904.35;0.9857312500000001;0.98804375;
8100;9443.06;9461.3;1.1658098765432099;1.1680617283950616;
8200;8196.26;8214.78;0.9995439024390245;1.0018024390243903;
8300;8844.27;8862.63;1.0655746987951809;1.0677867469879516;
8400;8379.3;8397.78;0.9975357142857142;0.9997357142857144;
8500;7756.48;7775.46;0.9125270588235294;0.91476;
8600;9132.24;9152.94;1.0618883720930232;1.0642953488372093;
8700;8727.97;8746.71;1.0032149425287356;1.0053689655172413;
8800;8910.26;8928.62;1.0125295454545455;1.0146159090909093;
8900;8488.04;8507.12;0.9537123595505619;0.955856179775281;
9000;9140.57;9158.31;1.0156188888888888;1.01759;
9100;7711.38;7729.06;0.8474043956043956;0.8493472527472528;
9200;9532.79;9550.85;1.0361728260869567;1.0381358695652174;
9300;9053.05;9072.55;0.9734462365591398;0.9755430107526881;
9400;10642.95;10662.35;1.1322287234042554;1.1342925531914894;
9500;10986.52;11005.52;1.1564757894736843;1.1584757894736843;
9600;10151.71;10171.75;1.0574697916666667;1.0595572916666667;
9700;8672.26;8690.84;0.8940474226804124;0.8959628865979382;
9800;9421.18;9440.04;0.9613448979591837;0.9632693877551022;
9900;9559.37;9577.51;0.9655929292929294;0.9674252525252526;
10000;9144.2;9162.74;0.9144200000000001;0.916274;

n ; porownania(c); przestawienia(s); c/n; s/n;
100;116.27;130.83;1.1627;1.3083;
200;232.96;245.84;1.1648;1.2292;
300;317.85;330.31;1.0595;1.1010333333333333;
400;507.32;524.22;1.2683;1.31055;
500;599.35;615.11;1.1987;1.23022;
600;681.6;700.26;1.1360000000000001;1.1671;
700;743.36;761.24;1.061942857142857;1.0874857142857144;
800;902.79;920.57;1.1284874999999999;1.1507125;
900;875.53;893.25;0.9728111111111111;0.9925;
1000;1009.76;1026.32;1.00976;1.02632;
1100;1310.25;1330.97;1.1911363636363637;1.2099727272727272;
1200;1282.34;1300.22;1.0686166666666665;1.0835166666666667;
1300;1270.33;1290.57;0.977176923076923;0.9927461538461538;
1400;1385.04;1404.7;0.9893142857142857;1.0033571428571428;
1500;1587.51;1605.99;1.05834;1.07066;
1600;1742.99;1761.69;1.08936875;1.10105625;
1700;1770.13;1789.17;1.0412529411764706;1.0524529411764707;
1800;1991.61;2012.97;1.10645;1.1183166666666666;
1900;1863.23;1881.69;0.9806473684210526;0.9903631578947368;
2000;2065.01;2084.31;1.032505;1.042155;
2100;2049.2;2070.3;0.9758095238095237;0.985857142857143;
2200;2340.6;2361.78;1.063909090909091;1.0735363636363637;
2300;2291.05;2309.11;0.996108695652174;1.0039608695652174;
2400;2365.03;2382.75;0.9854291666666668;0.9928125;
2500;2425.54;2446.58;0.970216;0.978632;
2600;3097.13;3118.43;1.1912038461538461;1.1993961538461537;
2700;2667.62;2688.1;0.9880074074074073;0.9955925925925926;
2800;2683.12;2702.66;0.9582571428571428;0.9652357142857142;
2900;2762.61;2782.79;0.9526241379310345;0.9595827586206896;
3000;2976.82;2997.54;0.9922733333333333;0.99918;
3100;3588.67;3609.05;1.1576354838709677;1.1642096774193549;
3200;3039.07;3059.83;0.9497093750000001;0.956196875;
3300;3362.44;3382.82;1.0189212121212121;1.0250969696969698;
3400;3400.15;3421.33;1.000044117647059;1.0062735294117646;
3500;3755.19;3774.15;1.0729114285714285;1.0783285714285715;
3600;3562.26;3582.36;0.9895166666666667;0.9951;
3700;3531.44;3552.14;0.9544432432432433;0.9600378378378378;
3800;4334.34;4356.9;1.1406157894736841;1.1465526315789474;
3900;4148.65;4169.19;1.06375641025641;1.0690230769230769;
4000;3903.02;3923.76;0.975755;0.98094;
4100;4891.91;4913.19;1.193148780487805;1.1983390243902439;
4200;4064.93;4083.77;0.9678404761904762;0.9723261904761905;
4300;4162.36;4183.3;0.9679906976744185;0.9728604651162791;
4400;4329.72;4349.9;0.9840272727272728;0.9886136363636363;
4500;4427.76;4448.88;0.9839466666666667;0.9886400000000001;
4600;3920.56;3939.58;0.852295652173913;0.8564304347826087;
4700;4924.03;4944.49;1.0476659574468083;1.05201914893617;
4800;4363.7;4383.34;0.9091041666666666;0.9131958333333333;
4900;5004.17;5024.93;1.0212591836734695;1.025495918367347;
5000;4991.17;5012.71;0.9982340000000001;1.002542;
5100;5381.25;5403.57;1.0551470588235294;1.0595235294117646;
5200;4692.85;4713.73;0.902471153846154;0.9064865384615384;
5300;5208.32;5229.24;0.9827018867924527;0.9866490566037736;
5400;5704.37;5724.61;1.0563648148148148;1.0601129629629629;
5500;5562.8;5584.4;1.0114181818181818;1.0153454545454546;
5600;5481.73;5503.05;0.978880357142857;0.9826875;
5700;6147.15;6169.87;1.0784473684210525;1.0824333333333334;
5800;4973.18;4995.88;0.857444827586207;0.8613586206896552;
5900;6112.18;6134.6;1.0359627118644068;1.0397627118644068;
6000;5883.66;5905.58;0.98061;0.9842633333333333;
6100;6520.61;6542.53;1.0689524590163935;1.0725459016393442;
6200;6534.48;6554.76;1.053948387096774;1.0572193548387097;
6300;5909.02;5931.16;0.9379396825396826;0.9414539682539682;
6400;5633.76;5654.24;0.880275;0.883475;
6500;7004.98;7026.84;1.0776892307692307;1.0810523076923078;
6600;7660.89;7685.15;1.160740909090909;1.1644166666666667;
6700;6551.23;6573.89;0.9777955223880597;0.9811776119402985;
6800;6707.09;6727.95;0.9863367647058824;0.9894044117647058;
6900;6689.43;6711.05;0.9694826086956522;0.9726159420289855;
7000;7063.97;7085.87;1.0091385714285714;1.0122671428571428;
7100;7344.06;7365.64;1.034374647887324;1.0374140845070423;
7200;7390.4;7412.82;1.0264444444444445;1.0295583333333334;
7300;7221.53;7243.27;0.9892506849315068;0.9922287671232878;
7400;7450.66;7472.14;1.006845945945946;1.0097486486486487;
7500;7084.04;7104.96;0.9445386666666666;0.9473280000000001;
7600;7490.65;7513.71;0.9856118421052631;0.9886460526315789;
7700;8455.77;8478.85;1.0981519480519482;1.1011493506493506;
7800;8102.19;8123.07;1.0387423076923077;1.0414192307692307;
7900;6783.71;6804.99;0.8586974683544304;0.8613911392405063;
8000;8403.59;8426.89;1.05044875;1.05336125;
8100;7640.32;7662.24;0.9432493827160493;0.9459555555555555;
8200;9073.43;9096.69;1.1065158536585367;1.1093524390243903;
8300;9096.12;9119.06;1.0959180722891568;1.0986819277108433;
8400;9095.41;9118.99;1.0827869047619048;1.0855940476190475;
8500;9355.54;9378.08;1.1006517647058824;1.1033035294117648;
8600;8166.34;8188.8;0.9495744186046512;0.952186046511628;
8700;9197.75;9222.17;1.0572126436781608;1.060019540229885;
8800;8522.43;8545.61;0.9684579545454546;0.9710920454545455;
8900;8480.48;8502.78;0.9528629213483145;0.9553685393258428;
9000;9216.64;9240.06;1.0240711111111112;1.0266733333333333;
9100;9677.76;9701.54;1.06349010989011;1.0661032967032968;
9200;8927.4;8949.44;0.9703695652173913;0.9727652173913044;
9300;9838.63;9862.13;1.0579172043010752;1.0604440860215052;
9400;9843.13;9864.57;1.0471414893617021;1.0494223404255318;
9500;10464.72;10487.02;1.1015494736842104;1.1038968421052633;
9600;10337.71;10361.01;1.0768447916666666;1.079271875;
9700;10054.42;10076.78;1.0365381443298969;1.0388432989690721;
9800;10007.39;10030.63;1.0211622448979591;1.0235336734693876;
9900;10253.89;10276.41;1.0357464646464647;1.038021212121212;
10000;10176.51;10199.71;1.017651;1.019971;

n ; porownania(c); przestawienia(s); c/n; s/n;
100;95.09;103.79;0.9509000000000001;1.0379;
200;323.78;342.82;1.6188999999999998;1.7141;
300;437.27;455.53;1.4575666666666667;1.5184333333333333;
400;628.37;648.67;1.570925;1.621675;
500;730.5;749.24;1.461;1.49848;
600;779.13;801.29;1.29855;1.3354833333333334;
700;1082.75;1107.63;1.5467857142857142;1.5823285714285715;
800;1095.55;1115.63;1.3694374999999999;1.3945375000000002;
900;1294.7;1316.08;1.4385555555555556;1.4623111111111111;
1000;1329.82;1352.12;1.32982;1.35212;
1100;1299.35;1321.59;1.1812272727272726;1.2014454545454545;
1200;1242.95;1266.47;1.0357916666666667;1.0553916666666667;
1300;1599.14;1621.94;1.2301076923076923;1.2476461538461538;
1400;1766.79;1789.23;1.2619928571428571;1.2780214285714286;
1500;1830.89;1853.75;1.2205933333333334;1.2358333333333333;
1600;1945.64;1968.32;1.2160250000000001;1.2302;
1700;2112.27;2137.61;1.2425117647058823;1.2574176470588236;
1800;2247.29;2271.63;1.2484944444444444;1.2620166666666668;
1900;2325.63;2349.55;1.2240157894736843;1.2366052631578948;
2000;2315.0;2338.44;1.1575;1.16922;
2100;2495.55;2519.95;1.188357142857143;1.1999761904761903;
2200;2537.17;2562.57;1.153259090909091;1.1648045454545455;
2300;2864.58;2888.64;1.2454695652173913;1.2559304347826086;
2400;2796.13;2819.31;1.1650541666666667;1.1747125;
2500;2677.9;2701.42;1.0711600000000001;1.080568;
2600;3302.31;3328.33;1.2701192307692308;1.280126923076923;
2700;3134.16;3158.86;1.1608;1.1699481481481482;
2800;3240.38;3265.08;1.1572785714285714;1.1661;
2900;3199.33;3222.73;1.1032172413793102;1.1112862068965517;
3000;3876.45;3901.21;1.29215;1.3004033333333334;
3100;3552.39;3578.03;1.1459322580645162;1.1542032258064516;
3200;4132.91;4158.63;1.291534375;1.299571875;
3300;3730.83;3757.81;1.1305545454545454;1.138730303030303;
3400;3627.57;3653.39;1.0669323529411765;1.0745264705882354;
3500;3917.71;3944.63;1.1193457142857144;1.1270371428571428;
3600;3941.78;3966.7;1.094938888888889;1.101861111111111;
3700;3882.34;3908.36;1.049281081081081;1.0563135135135135;
3800;3889.52;3916.38;1.023557894736842;1.0306263157894737;
3900;4160.2;4187.38;1.0667179487179486;1.0736871794871796;
4000;4879.66;4905.52;1.2199149999999999;1.22638;
4100;4719.08;4741.96;1.1509951219512196;1.1565756097560975;
4200;4632.63;4656.63;1.1030071428571429;1.1087214285714286;
4300;4829.6;4855.52;1.1231627906976744;1.1291906976744186;
4400;4963.49;4986.55;1.128065909090909;1.1333068181818182;
4500;4661.37;4686.79;1.03586;1.0415088888888888;
4600;5221.06;5245.46;1.135013043478261;1.1403173913043478;
4700;5800.95;5826.93;1.2342446808510639;1.239772340425532;
4800;5131.3;5156.96;1.0690208333333333;1.0743666666666667;
4900;5300.52;5326.9;1.0817387755102041;1.0871224489795919;
5000;5598.16;5623.8;1.119632;1.12476;
5100;5614.76;5641.46;1.1009333333333333;1.1061686274509803;
5200;5232.44;5258.12;1.0062384615384614;1.011176923076923;
5300;5675.14;5704.52;1.0707811320754717;1.076324528301887;
5400;5744.74;5770.36;1.0638407407407406;1.068585185185185;
5500;5760.56;5786.92;1.0473745454545456;1.0521672727272728;
5600;6576.96;6601.5;1.1744571428571429;1.1788392857142858;
5700;6264.05;6289.95;1.0989561403508772;1.1035;
5800;7032.88;7058.52;1.2125655172413794;1.2169862068965518;
5900;6873.89;6900.97;1.1650661016949153;1.16965593220339;
6000;6585.47;6612.27;1.0975783333333333;1.1020450000000002;
6100;5956.58;5984.86;0.9764885245901639;0.9811245901639344;
6200;6446.11;6473.51;1.0396951612903225;1.0441145161290324;
6300;6505.11;6529.73;1.0325571428571427;1.0364650793650794;
6400;6037.94;6062.84;0.943428125;0.94731875;
6500;6465.02;6491.52;0.9946184615384616;0.9986953846153847;
6600;6889.73;6916.21;1.0438984848484847;1.047910606060606;
6700;7180.41;7206.07;1.071702985074627;1.0755328358208955;
6800;7779.21;7807.37;1.1440014705882353;1.1481426470588234;
6900;7583.06;7611.04;1.0989942028985509;1.103049275362319;
7000;7536.03;7562.51;1.0765757142857142;1.0803585714285715;
7100;7039.22;7064.5;0.9914394366197183;0.995;
7200;7736.42;7761.94;1.0745027777777778;1.0780472222222222;
7300;7863.81;7890.25;1.0772342465753426;1.0808561643835617;
7400;7777.08;7802.6;1.0509567567567568;1.0544054054054055;
7500;8678.88;8707.64;1.157184;1.1610186666666666;
7600;9236.17;9262.71;1.2152855263157896;1.2187776315789474;
7700;7604.51;7631.25;0.9875987012987013;0.9910714285714286;
7800;8149.78;8178.8;1.0448435897435897;1.0485641025641026;
7900;8054.01;8078.97;1.0194949367088608;1.022654430379747;
8000;8915.98;8945.9;1.1144975;1.1182375;
8100;8903.24;8929.5;1.0991654320987654;1.1024074074074075;
8200;9136.17;9163.35;1.1141670731707318;1.1174817073170733;
8300;8922.92;8950.8;1.0750506024096385;1.0784096385542168;
8400;9471.12;9498.38;1.127514285714286;1.1307595238095236;
8500;11038.19;11064.55;1.298610588235294;1.3017117647058822;
8600;9046.68;9073.92;1.051939534883721;1.055106976744186;
8700;9268.16;9295.72;1.0653057471264367;1.0684735632183908;
8800;7335.18;7365.18;0.8335431818181819;0.8369522727272728;
8900;9459.93;9485.77;1.0629134831460674;1.0658168539325843;
9000;9549.55;9575.17;1.061061111111111;1.063907777777778;
9100;8835.31;8860.93;0.9709131868131867;0.9737285714285715;
9200;10147.09;10175.97;1.1029445652173913;1.1060836956521738;
9300;10714.77;10743.55;1.1521258064516129;1.1552204301075268;
9400;9830.96;9857.0;1.0458468085106383;1.0486170212765957;
9500;9509.26;9534.94;1.0009747368421054;1.003677894736842;
9600;10422.52;10448.6;1.0856791666666668;1.0883958333333335;
9700;9083.94;9110.56;0.9364886597938145;0.9392329896907216;
9800;10761.7;10788.28;1.0981326530612245;1.1008448979591838;
9900;11790.14;11819.1;1.1909232323232322;1.193848484848485;
10000;11150.14;11176.82;1.115014;1.117682;
